0	0.239609
0.25	0.236353
0.75	0.225425
1.25	0.209859
1.75	0.191028
2.25	0.170164
2.75	0.148353
3.25	0.12654
3.75	0.105526
4.25	0.085971
4.75	0.0683897
5.25	0.053155
5.75	0.0404967
6.25	0.0305015
6.75	0.0231132
7.25	0.0181329
7.75	0.0152183
8.25	0.0138845
8.75	0.0135035
9.25	0.0133043
9.75	0.012373
10.25	0.00965273
10.75	0.00394374
